time,id,query,rank,sequence
0:00:00,2.9822E+15,[360安全卫士],8,3
0:00:00,7.59422E+15,[哄抢救灾物资],1,1
0:00:00,5.22806E+15,[75810部队],14,5
0:00:00,6.14046E+15,[绳艺],62,36
0:00:00,8.56137E+15,[汶川地震原因],3,2
0:00:00,2.39081E+16,[莫衷一是的意思],1,2
0:00:00,1.79794E+15,[星梦缘全集在线观看],8,5
0:00:00,7.17726E+14,[闪字吧],1,2
0:00:00,4.14162E+16,[霍震霆与朱玲玲照片],2,6
0:00:00,9.97567E+15,[电脑创业],2,2
0:00:00,2.16034E+16,[111aa图片],1,6
0:00:00,7.42387E+15,[豆腐的制成],3,13
0:00:00,6.16878E+14,[tudou.com+禁播电影],2,9
0:00:00,3.93337E+15,[最佳受孕时间],6,3
0:00:00,8.24239E+15,[捷克民歌土风舞++教案],2,3
0:00:00,8.2484E+15,[pdf],1,1
0:00:00,6.23973E+15,[喷嘭乐团lonely+day],7,9
0:00:00,6.55118E+15,[尼康相机报价],6,4
0:00:00,2.34516E+15,[哄抢救灾物资],2,1
0:00:00,6.47845E+15,[1000],4,1
0:00:00,2.34054E+16,[剑荡天下+++展鹏],4,5
0:00:00,2.34578E+16,[人妖],4,1
0:00:00,4.62522E+15,[印尼排华是怎么回事],2,6
0:00:00,4.87311E+16,[东莞市塘厦新泰塑胶五金厂],10,44
0:00:00,4.85308E+16,[胡其美],26,3
0:00:00,5.75066E+15,[女士找鸭子经历],3,2
0:00:00,1.15158E+16,[2008年运程],4,3
0:00:00,2.67063E+16,[芭蕾舞剧《天鹅湖》],5,6
0:00:00,1.53204E+15,[不锈钢],1,1
0:00:01,1.43622E+16,[明星合成],64,21
0:00:01,8.95884E+15,[骆冰下载],6,3
0:00:01,1.49181E+16,[欧洲冠军联赛决赛],4,1
0:00:01,1.53204E+15,[不锈钢],1,2
0:00:01,3.61501E+15,[18+girl+japan],4,15
0:00:01,8.76194E+15,[年轻人住房问题],11,7
0:00:01,7.99346E+15,[黑帮千金要结婚],7,2
0:00:01,7.94012E+15,[MD游戏下载],6,6
0:00:01,8.66575E+14,[印尼排华是怎么回事],8,2
0:00:01,4.63942E+16,[测出四川汶川地震],42,26
0:00:01,2.02516E+16,[彩信相册],2,1
0:00:01,5.38809E+15,[免费看三级图片],9,7
0:00:01,7.81232E+15,[link:jejie.cn],1,3
0:00:01,9.99805E+15,[sj+c中文首站],2,9
0:00:02,7.33233E+15,[女犯鞭刑],6,8
0:00:02,9.0262E+15,[scat],13,24
0:00:02,1.42121E+15,[健美],8,2
0:00:02,2.67175E+15,[哄抢救灾物资],2,5
0:00:02,2.18726E+15,[www.5252se.com],1,1
0:00:02,5.68788E+15,[对坚持科学发展观、构建和谐社会的认识],5,29
0:00:02,7.59496E+15,[蒙古国地图],2,2
0:00:02,9.76637E+15,[英语培训],1,1
0:00:02,6.25278E+15,[房价什么时间下调],1,5
0:00:02,7.13926E+15,[党宁的博客],5,4
0:00:02,8.18182E+15,[窗外],5,2
0:00:02,2.85562E+16,[2008年新兴行业],3,15
0:00:02,3.64808E+15,[耐克凉鞋],4,18
0:00:02,6.31758E+15,[哄抢救灾物资],1,1
0:00:02,1.73263E+16,[fucking],115,65
0:00:03,3.58043E+16,[免费取名],3,1
0:00:03,3.54947E+16,[哄抢救灾物资],2,3
0:00:03,7.32177E+15,[欧美金发女郎],2,4
0:00:03,4.30802E+16,[google],1,1
0:00:03,9.82681E+15,[欧美+模特],20,22
0:00:03,6.62561E+15,[哄抢救灾物资],1,1
0:00:03,7.9549E+15,[芜湖旅游],7,3
0:00:03,9.71783E+15,[奥运],7,3
0:00:03,6.24846E+15,[夏季服装如何搭配],3,1
0:00:03,7.16535E+15,[中文小说+武林萌主],20,24
0:00:03,2.15539E+15,[xingjiao姿势图片],1,4
0:00:03,9.51621E+15,[化妆培训班],1,1
0:00:03,3.15101E+15,[Norajo-Day+It+Take(Remix)],14,31
0:00:03,3.34451E+16,[绝世风尚],1,1
0:00:04,8.26823E+15,[莎朗斯通电影],12,4
0:00:04,2.53874E+16,[36XP],3,2
0:00:04,2.87961E+15,[韩国劲爆舞曲],2,3
0:00:04,5.98817E+14,[大鹏],2,2
0:00:04,6.94321E+15,[秦始皇陵墓],1,16
0:00:04,9.07686E+14,[金鳞MP3],5,2
0:00:04,5.54004E+14,[青海湖水怪],3,2
0:00:04,9.97567E+15,[电脑创业],3,3
0:00:04,9.80289E+14,[司莫司汀],2,3
0:00:04,1.32472E+16,[天涯社区+娱乐八卦],11,13
0:00:04,7.59422E+15,[哄抢救灾物资],3,2
0:00:04,4.14951E+16,[北京欢迎你mp4格式],10,8
0:00:04,3.7619E+14,[big+breast],3,3
0:00:04,9.21558E+15,[沈国放+间谍],2,17
0:00:04,1.97018E+16,[网游+妖狐传说],1,1
0:00:04,2.53118E+15,[什么时候台湾能归来],2,1
0:00:04,1.61211E+16,[辱华],2,4
0:00:05,5.62288E+15,[115ss],7,2
0:00:05,7.25622E+15,[雷锋论坛],5,3
0:00:05,4.59741E+15,[周迅李大齐合影],4,1
0:00:05,9.09752E+15,[哄抢救灾物资],1,1
0:00:05,7.58421E+15,[范冰冰涉黄成名录像],2,1
0:00:05,6.97583E+15,[少年英雄方世玉],3,2
0:00:05,7.04469E+15,[有声小说],10,8
0:00:05,1.59849E+16,[郝海东+杨钰莹],2,4
0:00:05,4.48019E+16,[兴义之窗],1,2
0:00:05,4.16417E+16,[汶川地震原因],7,1
0:00:05,6.18582E+15,[姚明年薪工资],4,1
0:00:05,6.93121E+15,[郎铮近况],31,23
0:00:05,5.88533E+15,[汶川地震原因+三峡],29,13
0:00:05,8.12963E+15,[印尼排华是怎么回事],2,1
0:00:05,1.65079E+14,[孔雀+电影下载],69,19
0:00:05,4.78083E+16,[1998年印尼排华事件],8,5
0:00:05,9.46424E+15,[哄抢救灾物资],1,5
0:00:05,9.46424E+15,[哄抢救灾物资],1,6
0:00:05,7.94333E+15,[nudetube],166,10
0:00:06,6.94244E+14,[沙漠夺宝],17,3
0:00:06,9.44195E+15,[韩国饰品],1,1
0:00:06,6.3624E+15,[www.yingyue98.com],2,1
0:00:06,5.67168E+15,[山寨手机],3,10
0:00:06,1.31331E+16,[谢霆锋谈王菲],1,2
0:00:06,2.46982E+16,[哄抢救灾物资],9,4
0:00:06,8.95884E+15,[骆冰下载],3,4
0:00:06,7.65232E+15,[45平米小户型装修],1,1
0:00:06,7.54036E+15,[塔沟武校],1,12
0:00:06,6.0904E+15,[高圆圆泳装图片],2,1
0:00:06,4.74537E+16,[08年手机市场分析],47,34
0:00:06,8.66005E+15,[资生堂护肤品],1,1
0:00:06,9.97567E+15,[电脑创业],4,4
0:00:06,4.91518E+16,[07年专科录取分数线],1,9
0:00:06,1.14747E+15,[5200主题],3,2
0:00:06,1.02374E+16,[莎朗斯通+免费电影],7,16
0:00:06,2.94061E+15,[余世存最新文章],7,1
0:00:06,2.00752E+16,[alysia+图],8,3
0:00:06,3.45619E+14,[地震前的汶川],2,3
0:00:06,5.54341E+15,[卷发虫],17,8
0:00:07,3.66962E+15,[英语],1,1
0:00:07,5.12444E+15,[空间代码],5,2
0:00:07,9.24474E+15,[遇到地震怎么办],2,5
0:00:07,3.72226E+16,[手表],4,2
0:00:07,9.7253E+15,[21军61师182团],2,7
0:00:07,2.62006E+16,[Whatever.lola.Wants],1,1
0:00:07,3.23436E+15,[北京办公家具],1,1
0:00:07,3.12663E+16,[CR的贝贝],2,3
0:00:07,5.57561E+15,[QQ空间代码怎么用],3,14
0:00:07,5.26953E+15,[太平间美丽女尸],12,12
0:00:07,1.59908E+16,[手机主题免费下载],5,2
0:00:07,7.21946E+15,[杜聿明看林彪与粟裕],1,11
0:00:07,8.70459E+13,[琴帝],1,2
0:00:07,1.85066E+16,[古典文学],3,3
0:00:07,4.45234E+15,[哄抢救灾物资],2,2
0:00:07,3.68188E+15,[杨丞琳辱华事件],3,4
0:00:07,4.62395E+16,[2009年考研大纲],1,1
0:00:07,3.95618E+14,[全国在逃通缉犯名单],2,5
0:00:07,6.06297E+15,[三国志10如何使用皇帝],3,7
0:00:07,1.94002E+16,[天津工业大学工程硕士招生],2,64
0:00:07,8.13831E+15,[辛亥革命论文],5,4
0:00:07,4.92925E+15,[网络电视免费],1,2
0:00:07,1.26782E+15,[电子书],1,1
0:00:07,1.87849E+16,[优酷网],5,1
0:00:07,7.35401E+15,[哄抢救灾物资],1,1
0:00:08,7.99794E+15,[张学友跟罗美薇],1,1
0:00:08,9.11324E+15,[安徽自学考试网],1,3
0:00:08,4.68672E+15,[哄抢救灾物资],1,1
0:00:08,8.76194E+15,[年轻人住房问题],18,8
0:00:08,5.67168E+15,[山寨手机],1,11
0:00:08,9.52857E+15,[广铁一中],1,1
0:00:08,2.53874E+16,[36XP],4,3
0:00:08,7.06712E+15,[如何清除sysloader],1,2
0:00:08,4.41963E+15,[神墓],2,3
0:00:08,4.75125E+15,[天水],1,1
0:00:08,1.49914E+15,[纳尼亚传奇2片尾曲下载],2,4
0:00:08,7.92854E+15,[封杀莎朗斯通],1,1
0:00:08,5.10144E+15,[姚明年薪工资],1,3
0:00:08,9.1871E+15,[哄抢救灾物资],1,4
0:00:08,8.08734E+15,[汶川地震原因],2,1
0:00:08,5.6421E+15,[唐山地震后],10,8
0:00:08,5.60084E+15,[最新ｄｊ舞曲],5,1
0:00:08,7.49734E+15,[马英九的政治主张],2,8
0:00:08,1.9824E+16,[抗震救灾晚会],8,17
0:00:08,6.15287E+13,[小飞狼弓弩],1,15
0:00:08,8.88069E+15,[av],12,5
0:00:08,5.42411E+15,[五子棋大师下载],3,9
0:00:08,3.54947E+16,[哄抢救灾物资],1,4
0:00:09,4.66133E+16,[林心如三级长片视频],1,10
0:00:09,5.14088E+15,[www.365dizhi.com],1,1
0:00:09,8.80911E+15,[长海医院+胰腺癌],3,5
0:00:09,5.45932E+15,[死去活来],7,2
0:00:09,1.52935E+16,[98+印尼+图片],3,3
0:00:09,7.15578E+15,[地震+烈度+震级],6,8
0:00:09,2.67175E+15,[哄抢救灾物资],3,6
0:00:09,4.66761E+15,[封杀莎朗斯通],1,18
0:00:09,3.73887E+16,[会计证考试成绩查询],3,8
0:00:09,2.18119E+16,[生男的受孕方法],8,3
0:00:09,3.91958E+16,[free+chinese+movie],5,3
0:00:09,2.89129E+15,[13867281133],1,4
0:00:09,1.65336E+16,[杨丞琳辱华惨痛下场],3,2
0:00:09,8.35301E+15,[骏捷+油耗],3,1
0:00:09,9.35816E+15,[avttt.com],1,3
0:00:09,6.9707E+15,[高成义+厦门],4,2
0:00:09,9.5858E+15,[伏明霞的孩子],1,1
0:00:10,2.41384E+16,[土豆网],3,8
0:00:10,3.15101E+15,[Norajo-Day+It+Take(Remix)],15,32
0:00:10,7.70734E+15,[主持人宁远照片],2,13
0:00:10,4.13071E+15,[武汉富士康],1,1
0:00:10,5.59565E+15,[刑名师爷],4,1
0:00:10,7.31833E+15,[学园+site:http://www.fs2you.com/zh-cn/],142,154
0:00:10,6.09716E+15,[汶川地震原因],5,2
0:00:10,5.21043E+15,[杨丞琳辱华惨痛下场],1,1
0:00:10,5.86175E+15,[高楼遇到地震怎么办],1,4
0:00:10,3.69173E+15,[哭泣的星空+MP3],1,1
0:00:10,9.71413E+14,[火炬传递路线时间],1,2
0:00:10,3.22496E+15,[凤泪蝶],1,1
0:00:10,8.9723E+15,[帝国时代4最新],7,8
0:00:10,5.65633E+15,[人蛇大战++下载],4,2
0:00:10,7.41609E+15,[哄抢救灾物资],2,1
0:00:10,8.56708E+15,[君越+报价],7,4
0:00:11,3.45447E+15,[汶川地震原因],9,9
0:00:11,3.36234E+14,[甜品店],3,3
0:00:11,8.89515E+15,[u.s.abeauty],10,5
0:00:11,4.63374E+15,[塑料眼镜盒],1,1
0:00:11,4.45234E+15,[哄抢救灾物资],1,3
0:00:11,8.24239E+15,[捷克民歌土风舞++教案],4,4
0:00:11,4.05762E+16,[木樨园],2,104
0:00:11,6.71272E+15,[汶川地震原因],1,1
0:00:11,1.63312E+16,[宜昌哪里有小混混],1,1
0:00:11,2.36521E+15,[世界火山分布在哪里],1,1
0:00:11,6.85645E+15,[东阿实验高中],119,34
0:00:11,1.94002E+16,[天津工业大学\],1,65
0:00:11,7.85317E+15,[万杰质子],1,1
0:00:11,7.85317E+15,[万杰质子],1,2
0:00:12,2.87113E+16,[宋明+高洁+高芳],2,5
0:00:12,6.69778E+15,[一汽捷达柴油轿车],9,4
0:00:12,8.23521E+15,[勾践卧心尝胆],3,3
0:00:12,8.16208E+15,[海军副司令受贿生活],4,4
0:00:12,5.55349E+15,[海尔+对讲机],1,6
0:00:12,5.06852E+15,[哄抢救灾物资],1,1
0:00:12,7.33358E+13,[北京收养孤儿+登记],17,19
0:00:12,4.02752E+16,[颈部淋巴结肿大],15,10
0:00:12,9.00656E+14,[杨丞琳辱华惨痛下场],3,2
0:00:12,7.09323E+15,[海尔集团工业区的地址],2,3
0:00:12,8.30261E+15,[瑞星个人防火墙2008下载版（免费半年）],7,1
0:00:12,5.43987E+15,[思域+价格],4,2
0:00:12,8.93888E+15,[连胜文+蔡依珊],3,2
0:00:12,9.98288E+15,[制丸机],4,3
0:00:13,9.61388E+15,[搜狐],3,1
0:00:13,2.87113E+16,[宋明+高洁+高芳],1,6
0:00:13,6.5017E+15,[电视剧笨小孩下载],13,7
0:00:13,2.93458E+16,[书连],1,1
0:00:13,1.14064E+16,[收养],3,2
0:00:13,5.89813E+15,[汶川地震原因],1,2
0:00:13,2.93458E+16,[书连],1,2
0:00:13,3.94302E+15,[花野真衣+bt],28,10
0:00:13,2.97982E+16,[福克斯+降价],1,1
0:00:13,2.21886E+16,[柏芝未化妆照],3,7
0:00:13,6.66264E+14,[92装甲输送车],4,4
0:00:13,2.123E+16,[姚明暴打科比],1,1
0:00:13,4.41628E+16,[女王养奴],4,1
0:00:13,8.55136E+15,[徐子淇与李家诚婚礼],1,1
0:00:13,7.08184E+15,[20岁用的卡尼尔眼霜],2,85
0:00:14,2.0041E+15,[速腾的首保时间],1,1
0:00:14,7.08184E+15,[20岁用的卡尼尔眼霜],2,86
0:00:14,6.29549E+15,[吕继宏的歌],11,7
0:00:14,5.08106E+14,[封杀莎朗斯通],1,1
0:00:14,2.38633E+16,[节约用纸],9,10
0:00:14,9.73257E+14,[汤芳],9,2
0:00:14,9.99805E+15,[sj+c中文首站],3,10
0:00:14,1.14905E+16,[来电通],2,1
0:00:14,5.74973E+15,[ATI+RADEON+XPRESS+200+Series],47,21
0:00:14,1.97202E+16,[哄抢救灾物资],1,1
0:00:14,2.20584E+15,[洛浦秋枫],2,1
0:00:14,2.03031E+15,[绵阳九院],5,5
0:00:14,2.40846E+16,[www.555ty.com],208,55
0:00:14,1.32333E+16,[汶川地震原因],1,1
0:00:14,7.25855E+15,[清朝努尔哈赤],19,25
0:00:14,8.22069E+15,[木板加工厂],2,17
0:00:14,1.63458E+16,[谁是莎朗.斯通],1,2
0:00:14,8.95884E+15,[骆冰下载],2,5
0:00:14,2.10713E+16,[如何避孕],4,3
0:00:14,2.18119E+16,[生男的受孕方法],10,4
0:00:14,9.41822E+15,[特种部队的大跳],4,3
0:00:15,7.65054E+15,[儿童孤独症的治疗],2,1
0:00:15,5.87005E+15,[les限制级小说],10,9
0:00:15,1.45897E+16,[aebn],26,9
0:00:15,9.077E+15,[印尼排华是怎么回事],2,2
0:00:15,1.75604E+16,[空调什么牌子好],4,22
0:00:15,1.61211E+16,[辱华],5,5
0:00:15,1.7141E+16,[相马西],1,6
0:00:15,5.56672E+15,[莎朗斯通+免费电影],8,5
0:00:15,9.97567E+15,[电脑创业],8,5
0:00:15,1.48131E+16,[电视],2,2
0:00:15,1.52935E+16,[98+印尼+图片],4,4
0:00:15,5.26953E+15,[太平间美丽女尸],14,13
0:00:15,8.4489E+15,[pchy视频],16,76
0:00:15,6.12371E+14,[工商银行个人网站],10,5
0:00:15,4.93008E+15,[莎朗斯通事件],6,8
0:00:15,2.94194E+16,[音乐],1,1
0:00:15,1.52417E+16,[2229+-+烈火英雄：皇家空军传奇],7,30
0:00:15,3.74821E+15,[辣妹贴图],7,4
0:00:16,6.51568E+15,[甘肃],2,2
0:00:16,1.12015E+16,[地震之前有什么前兆],1,1
0:00:16,7.22189E+15,[最佳受孕时间],4,1
0:00:16,2.85786E+15,[姚明暴打科比],3,2
0:00:16,4.79426E+16,[吉林市九中],1,4
0:00:16,4.96033E+14,[哄抢救灾物资],1,1
0:00:16,2.89728E+15,[哄抢救灾物资],3,2
0:00:16,7.81911E+14,[王子鹏],7,1
0:00:16,3.65755E+14,[好听的歌],2,1
0:00:16,2.34054E+16,[剑荡天下+++展鹏],5,6
0:00:16,4.11087E+15,[辞职报告怎么写],1,1
0:00:16,6.51759E+15,[isndntio],15,11
0:00:16,4.13789E+16,[朝鲜叛逃人员],8,9
0:00:16,3.09384E+15,[433H和433F的区别],1,59
0:00:16,8.28064E+15,[刘嘉玲黑社会],4,8
0:00:16,1.23781E+16,[杰克奥特曼全集视频],9,13
0:00:16,8.51595E+15,[什么是权证],6,41
0:00:16,2.01473E+16,[婉君],19,9
0:00:17,1.88925E+15,[什么是指数基金],1001,1
0:00:17,6.39624E+15,[忧伤的旋律+陈飞彤],2,1
0:00:17,3.34781E+15,[土匪对女战俘暴行],4,35
0:00:17,7.64232E+15,[谷歌卫星地图中文版],3,5
0:00:17,5.83487E+15,[朱时茂赵本山],1,1
0:00:17,3.84901E+16,[photoshopcs3苹果下载],3,7
0:00:17,2.53481E+15,[林彪事件完整调查],4,3
0:00:17,1.81019E+15,[美人风姿],5,1
0:00:17,9.24848E+15,[石家庄市华医医学院],10,1
0:00:17,6.57263E+15,[xiao77],8,2
0:00:17,8.66005E+15,[资生堂护肤品],3,2
0:00:17,9.21563E+15,[百度mp],1,1
0:00:17,7.01649E+15,[彭丽媛缺席春晚],1,10
0:00:17,8.03225E+15,[女],33,6
0:00:17,6.6818E+15,[视频],6,1
0:00:17,6.23227E+15,[免费三级电影在线观看],2,50
0:00:17,2.07306E+15,[玫瑰花皮肤代码],3,4
0:00:17,1.85066E+16,[古典文学],4,4
0:00:17,4.08649E+15,[卫生装备研究所],45,11
0:00:17,3.15101E+15,[Norajo-Day+It+Take(Remix)],16,33
0:00:17,2.98262E+16,[测试你的心理年龄],4,2
0:00:17,5.60615E+14,[gay],79,15
0:00:17,6.57313E+15,[科比81分视频],1,1
0:00:18,3.61623E+16,[CS游戏下载],2,19
0:00:18,6.63239E+15,[杨丞琳辱华惨痛下场],1,1
0:00:18,3.16395E+15,[软件],1001,1
0:00:18,4.38883E+16,[蒙古国回归],8,4
0:00:18,3.61501E+15,[japan18+movie],2,17
0:00:18,3.50073E+16,[招商银行信用卡],4,5
0:00:18,7.88567E+15,[成都建筑抗震],4,7
0:00:18,3.16398E+15,[单机游戏卡丁车免费下载],4,1
0:00:18,5.94357E+16,[将大为歌曲],4,5
0:00:18,1.4377E+16,[www.yahoo.com.cn],1,4
0:00:18,5.69976E+15,[哄抢救灾物资],1,1
0:00:18,5.65439E+15,[福特福克斯两厢改装],1,1
0:00:18,7.90073E+15,[博堕天录],14,10
0:00:18,2.88588E+15,[苏家屯机车厂],11,13
0:00:18,5.6597E+14,[徐敖],64,13
0:00:18,4.68651E+16,[中级会计师任职年限],3,5
0:00:18,5.26953E+15,[太平间美丽女尸],15,14
0:00:18,3.88275E+16,[xiao77],9,3
0:00:19,6.79558E+15,[连胜文+蔡依珊],1,1
0:00:19,8.26013E+14,[杨丞琳辱华惨痛下场],1,9
0:00:19,5.78391E+15,[汶川地震原因],1,1
0:00:19,1.46547E+16,[彭丽媛近况],14,24
0:00:19,9.43272E+14,[变装],1,1
0:00:19,8.26747E+15,[全国在逃通缉犯名单],4,2
0:00:19,7.86445E+15,[张国荣跳楼现场组图],4,1
0:00:19,5.97423E+15,[经典手机短信],4,26
0:00:19,8.34685E+15,[五种好命女面相],10,7
0:00:19,8.45609E+15,[张学友专辑],1,2
0:00:19,9.67597E+15,[汶川地震原因],4,1
0:00:19,9.61231E+15,[打孔],1,1
0:00:19,9.61231E+15,[打孔],1,2
0:00:19,1.36418E+16,[纳粹军妓之魔域逃生],9,85
0:00:19,1.55289E+16,[血腥车祸现场图片],8,7
0:00:19,8.26594E+15,[sm],882,40
0:00:19,5.4151E+15,[名石],1,1
0:00:19,3.44953E+16,[许戈辉结婚照],2,1
0:00:19,5.8684E+14,[阿婆的故事+mp3],6,9
0:00:19,2.56487E+15,[蜜汁+完美],2,1
0:00:19,9.3359E+15,[地震现场照片],8,7
0:00:19,2.46982E+16,[哄抢救灾物资],4,5
0:00:19,8.63091E+15,[珠海健康中心],4,10
0:00:19,2.53104E+16,[何鸿+生平],1,1
0:00:19,3.46949E+16,[谷歌地球卫星地图],2,1
0:00:20,9.99467E+15,[高级妓女],5,215
0:00:20,6.68149E+14,[哄抢救灾物资],2,1
0:00:20,4.17435E+15,[科比81分视频],3,5
0:00:20,4.11516E+15,[家庭大夫],1,1
0:00:20,6.83386E+15,[三国之见龙卸甲影片],8,1
0:00:20,1.44257E+16,[www.hntz.net],2,1
0:00:20,1.14064E+16,[收养],1,3
0:00:20,7.9298E+13,[胡锦涛+简历],1,1
0:00:20,2.64792E+16,[王宁宁],2,49
0:00:20,1.66231E+16,[家法藤条惩罚少爷],10,17
0:00:20,2.03328E+16,[seqing],2,1
0:00:20,1.03249E+16,[王震在新疆如何杀人],1,5
0:00:20,9.65757E+15,[封杀莎朗斯通],6,2
0:00:20,1.83183E+16,[qq斗地主],8,3
0:00:20,2.1485E+16,[悍马的样子是什么],1,1
0:00:20,1.15158E+16,[最新2008年运程],4,4
0:00:20,2.85121E+15,[travian],1,4
0:00:20,2.51653E+14,[全国在逃通缉犯名单],2,3
0:00:21,1.61978E+16,[2008高考理综模拟试卷],22,70
0:00:21,3.88165E+15,[出逃的公主],1,2
0:00:21,3.24336E+15,[bbdarin+peerless+―],3,2
0:00:21,9.41165E+15,[华国峰同志逝世],3,3
0:00:21,9.18637E+15,[北京昌平大学城],7,21
0:00:21,4.23716E+15,[蒿俊闵+搜狐博客],1,1
